#Exported for mctoolsr																																																
ESV_ID	Undetermined_S0_L001_R1_001_Din01	Undetermined_S0_L001_R1_001_Din02	Undetermined_S0_L001_R1_001_Din03	Undetermined_S0_L001_R1_001_Din04	Undetermined_S0_L001_R1_001_Din05	Undetermined_S0_L001_R1_001_Din06	Undetermined_S0_L001_R1_001_Din07	Undetermined_S0_L001_R1_001_Din08	Undetermined_S0_L001_R1_001_Din09	Undetermined_S0_L001_R1_001_Din10	Undetermined_S0_L001_R1_001_Din11	Undetermined_S0_L001_R1_001_Din12	Undetermined_S0_L001_R1_001_Din13	Undetermined_S0_L001_R1_001_Din14	Undetermined_S0_L001_R1_001_Din15	Undetermined_S0_L001_R1_001_Din16	Undetermined_S0_L001_R1_001_Din17	Undetermined_S0_L001_R1_001_Din18	Undetermined_S0_L001_R1_001_Din19	Undetermined_S0_L001_R1_001_Din20	Undetermined_S0_L001_R1_001_Din21	Undetermined_S0_L001_R1_001_Din22	Undetermined_S0_L001_R1_001_Din23	Undetermined_S0_L001_R1_001_Din24	Undetermined_S0_L001_R1_001_Din25	Undetermined_S0_L001_R1_001_Din26	Undetermined_S0_L001_R1_001_Din27	Undetermined_S0_L001_R1_001_Din28	Undetermined_S0_L001_R1_001_Din29	Undetermined_S0_L001_R1_001_Din30	Undetermined_S0_L001_R1_001_DinB1	Undetermined_S0_L001_R1_001_DinB2	Undetermined_S0_L001_R1_001_NTC1a	Undetermined_S0_L001_R1_001_NTC1b	Undetermined_S0_L001_R1_001_NTC1c	Undetermined_S0_L001_R1_001_NTC2a	Undetermined_S0_L001_R1_001_NTC2b	Undetermined_S0_L001_R1_001_NTC2c	Undetermined_S0_L001_R1_001_NTC2d	Undetermined_S0_L001_R1_001_NTC2e	Undetermined_S0_L001_R1_001_NTC2f	Undetermined_S0_L001_R1_001_NTC2g	Undetermined_S0_L001_R1_001_NTC2h	Undetermined_S0_L001_R1_001_NTC3a	Undetermined_S0_L001_R1_001_NTC3b	Undetermined_S0_L001_R1_001_NTC3c	Undetermined_S0_L001_R1_001_NTC3d	taxonomy
ESV_239	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_239
ESV_24	401	284	724	367	247	188	105	23	127	308	204	216	155	160	145	303	146	271	209	213	170	135	171	211	218	228	156	229	131	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Ustilaginaceae;Ustilago;Ustilago_hordei;U00973.1.1733;ESV_24
ESV_240	0	17	0	0	0	0	0	0	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_240
ESV_241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;LKM11;uncultured_fungus;DQ244016.1.1736;ESV_241
ESV_242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlamydomonadales;Chloromonas;Chloromonas_krienitzii;NA;ESV_242
ESV_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_243
ESV_244	0	16	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;NA;NA;NA;NA;ESV_244
ESV_245	10	0	0	0	0	0	8	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_245
ESV_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured_Chloromonas;uncultured_Chloromonas;AB903007.1.1717;ESV_246
ESV_247	0	0	0	0	0	0	7	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;NA;NA;NA;NA;ESV_247
ESV_248	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;NA;NA;NA;NA;NA;ESV_248
ESV_249	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_249
ESV_25	169	123	279	273	180	203	80	19	110	228	252	256	170	109	216	356	245	353	223	217	223	182	140	324	320	218	230	275	96	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_25
ESV_250	0	0	0	0	0	0	0	0	0	0	0	11	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_250
ESV_251	18	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysocapsales;Hydrurus;Hydrurus_foetidus;FM955256.1.1791;ESV_251
ESV_252	0	0	0	4	4	0	0	0	0	0	0	0	0	0	7	5	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_252
ESV_253	0	0	0	0	0	0	5	0	4	0	9	3	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_253
ESV_254	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	2	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;NA;NA;NA;NA;ESV_254
ESV_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlamydomonadales;NA;NA;NA;ESV_255
ESV_256	6	0	9	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Spongomonadida;Spongomonas;Spongomonas_minima;AF411281.1.1803;ESV_256
ESV_257	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Alveolata;Ciliophora;Hypotrichia;NA;NA;NA;ESV_257
ESV_258	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_258
ESV_259	0	12	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas;Cercomonas_braziliensis;FJ790702.1.1748;ESV_259
ESV_26	115	138	78	126	111	92	86	372	262	262	308	328	281	188	306	202	229	265	196	404	209	80	132	174	103	152	105	261	173	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_26
ESV_260	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Allantion;uncultured_Thaumatomonadida;EF023859.1.1817;ESV_260
ESV_261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);Neoptera;Hymenoptera;NA;NA;ESV_261
ESV_262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;NA;NA;NA;NA;NA;ESV_262
ESV_263	5	0	0	0	5	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_263
ESV_264	0	10	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Funariales;NA;NA;NA;ESV_264
ESV_265	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_265
ESV_266	0	0	0	0	0	0	8	8	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Melampsoraceae;Melampsora;NA;NA;ESV_266
ESV_267	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_267
ESV_268	10	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys;uncultured_eukaryote;uncultured_eukaryote;AB695490.1.1762;ESV_268
ESV_269	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;NA;NA;NA;NA;NA;NA;ESV_269
ESV_27	538	331	860	485	217	418	187	488	414	14	10	0	7	0	0	0	17	13	401	594	357	39	25	50	227	109	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured_Chlorophyta;uncultured_Chlorophyta;AM114821.1.1792;ESV_27
ESV_270	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	3	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_270
ESV_271	7	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;NA;NA;NA;NA;ESV_271
ESV_272	6	6	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Spongospora;Spongospora_subterranea_f._sp._nasturtii;NA;ESV_272
ESV_273	0	4	0	0	0	0	0	0	0	0	5	4	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_273
ESV_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_274
ESV_275	7	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;ESV_275
ESV_276	0	4	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Amoebozoa;Tubulinea;Euamoebida;BOLA868;uncultured_Hartmannellidae;uncultured_Hartmannellidae;EF023499.1.1824;ESV_276
ESV_277	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;ESV_277
ESV_278	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_278
ESV_279	0	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_279
ESV_28	36	26	86	72	46	53	24	0	0	372	222	347	147	116	224	507	350	493	246	159	96	154	99	229	185	210	166	439	130	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;NA;NA;NA;NA;NA;ESV_28
ESV_280	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_280
ESV_281	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_281
ESV_282	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);NA;NA;NA;NA;ESV_282
ESV_283	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Alveolata;Ciliophora;Hypotrichia;NA;NA;NA;ESV_283
ESV_284	0	0	0	0	0	0	0	0	8	0	4	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_284
ESV_285	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;Xanthophyceae_sp._LA6L-5;Xanthophyceae_sp._LA6L-5;FJ946908.1.1382;ESV_285
ESV_286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);NA;NA;NA;NA;ESV_286
ESV_287	5	0	0	0	6	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;NA;NA;NA;ESV_287
ESV_288	0	7	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured_Chloromonas;uncultured_Chloromonas;AB903026.1.1763;ESV_288
ESV_289	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured_Chlorophyta;uncultured_Chlorophyta;AM114821.1.1792;ESV_289
ESV_29	316	211	658	303	181	234	344	498	687	41	30	64	63	53	58	35	47	30	292	337	206	83	57	128	165	157	144	61	60	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlamydomonadales;Chloromonas;Chloromonas_krienitzii;NA;ESV_29
ESV_290	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_290
ESV_291	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita;NA;NA;ESV_291
ESV_292	0	0	0	2	9	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);Neoptera;Hemiptera;Acyrthosiphon_pisum_(pea_aphid);NA;ESV_292
ESV_293	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_293
ESV_294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_294
ESV_295	0	0	0	0	5	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;NA;NA;NA;NA;ESV_295
ESV_296	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_296
ESV_297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Herpotrichiellaceae;NA;NA;NA;ESV_297
ESV_298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_298
ESV_299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_299
ESV_3	4089	1186	965	3026	4025	3221	1399	3256	1552	3116	680	963	458	321	382	3402	1012	1364	386	882	1103	395	1151	708	712	349	737	671	317	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Peronosporomycetes;uncultured;uncultured_eukaryote;uncultured_eukaryote;AB902023.1.1821;ESV_3
ESV_30	123	130	185	141	115	113	178	236	139	383	251	256	170	155	178	533	255	342	151	174	172	65	79	148	173	114	123	163	100	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;NA;NA;NA;NA;NA;NA;ESV_30
ESV_300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_300
ESV_301	0	0	0	0	0	0	0	0	0	4	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_301
ESV_302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Trebouxiophyceae;NA;NA;NA;ESV_302
ESV_303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Brassicales;NA;NA;NA;ESV_303
ESV_304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_304
ESV_305	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Rhizaspididae;Rhogostoma;NA;NA;ESV_305
ESV_306	6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_306
ESV_307	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys;NA;NA;NA;ESV_307
ESV_308	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_308
ESV_309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;NA;NA;NA;NA;ESV_309
ESV_31	16	20	37	15	26	13	14	4	83	772	510	623	136	154	257	242	285	448	131	232	127	11	123	152	86	88	83	92	58	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_31
ESV_310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;uncultured;uncultured_Eimeriidae;EF024656.1.1820;ESV_310
ESV_311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_311
ESV_312	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;uncultured;NA;NA;ESV_312
ESV_313	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;NA;NA;NA;NA;ESV_313
ESV_314	0	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_314
