#Exported for mctoolsr																																																
ESV_ID	Undetermined_S0_L001_R1_001_Din01	Undetermined_S0_L001_R1_001_Din02	Undetermined_S0_L001_R1_001_Din03	Undetermined_S0_L001_R1_001_Din04	Undetermined_S0_L001_R1_001_Din05	Undetermined_S0_L001_R1_001_Din06	Undetermined_S0_L001_R1_001_Din07	Undetermined_S0_L001_R1_001_Din08	Undetermined_S0_L001_R1_001_Din09	Undetermined_S0_L001_R1_001_Din10	Undetermined_S0_L001_R1_001_Din11	Undetermined_S0_L001_R1_001_Din12	Undetermined_S0_L001_R1_001_Din13	Undetermined_S0_L001_R1_001_Din14	Undetermined_S0_L001_R1_001_Din15	Undetermined_S0_L001_R1_001_Din16	Undetermined_S0_L001_R1_001_Din17	Undetermined_S0_L001_R1_001_Din18	Undetermined_S0_L001_R1_001_Din19	Undetermined_S0_L001_R1_001_Din20	Undetermined_S0_L001_R1_001_Din21	Undetermined_S0_L001_R1_001_Din22	Undetermined_S0_L001_R1_001_Din23	Undetermined_S0_L001_R1_001_Din24	Undetermined_S0_L001_R1_001_Din25	Undetermined_S0_L001_R1_001_Din26	Undetermined_S0_L001_R1_001_Din27	Undetermined_S0_L001_R1_001_Din28	Undetermined_S0_L001_R1_001_Din29	Undetermined_S0_L001_R1_001_Din30	Undetermined_S0_L001_R1_001_DinB1	Undetermined_S0_L001_R1_001_DinB2	Undetermined_S0_L001_R1_001_NTC1a	Undetermined_S0_L001_R1_001_NTC1b	Undetermined_S0_L001_R1_001_NTC1c	Undetermined_S0_L001_R1_001_NTC2a	Undetermined_S0_L001_R1_001_NTC2b	Undetermined_S0_L001_R1_001_NTC2c	Undetermined_S0_L001_R1_001_NTC2d	Undetermined_S0_L001_R1_001_NTC2e	Undetermined_S0_L001_R1_001_NTC2f	Undetermined_S0_L001_R1_001_NTC2g	Undetermined_S0_L001_R1_001_NTC2h	Undetermined_S0_L001_R1_001_NTC3a	Undetermined_S0_L001_R1_001_NTC3b	Undetermined_S0_L001_R1_001_NTC3c	Undetermined_S0_L001_R1_001_NTC3d	taxonomy
ESV_162	0	0	0	0	0	0	29	36	45	0	5	0	5	0	5	4	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;uncultured;NA;NA;ESV_162
ESV_163	0	0	0	0	0	0	0	0	0	13	10	9	0	8	17	22	12	22	0	0	0	0	0	0	14	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_163
ESV_164	67	15	0	13	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Chromulinales;Spumella;Spumella_sp._37G;AJ236858.1.1711;ESV_164
ESV_165	30	0	35	9	0	0	17	0	28	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Gromochytriaceae;uncultured;uncultured_Chytridiomycota;GQ995413.1.1770;ESV_165
ESV_166	10	0	0	0	40	0	29	0	0	9	0	0	0	0	0	18	9	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_166
ESV_167	13	7	41	22	17	14	0	13	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;NA;NA;NA;NA;ESV_167
ESV_168	29	67	11	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_168
ESV_169	14	0	18	12	0	11	0	6	0	14	0	21	12	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_169
ESV_17	280	168	176	355	162	190	133	116	142	340	557	607	312	272	445	525	473	761	580	679	268	577	340	717	311	539	316	456	181	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;Mischococcales;NA;NA;ESV_17
ESV_170	0	0	0	0	0	0	7	4	6	6	16	11	5	3	8	0	4	7	2	9	7	0	0	5	0	7	5	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_170
ESV_171	0	0	0	0	0	0	0	0	0	38	16	24	0	0	0	30	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;NA;NA;NA;NA;NA;NA;ESV_171
ESV_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);Tetrapoda;Mammalia;NA;NA;ESV_172
ESV_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	20	11	8	11	22	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Gromochytriaceae;uncultured;uncultured_Chytridiomycota;GQ995413.1.1770;ESV_173
ESV_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Debaryomycetaceae;NA;NA;NA;ESV_174
ESV_175	0	0	0	0	0	0	0	38	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_175
ESV_176	45	11	5	18	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_176
ESV_177	24	0	17	0	4	5	18	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_177
ESV_178	0	0	0	0	0	0	0	0	0	14	37	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Alveolata;Ciliophora;Hypotrichia;NA;NA;NA;ESV_178
ESV_179	42	0	41	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;uncultured;NA;NA;ESV_179
ESV_18	343	321	1326	793	315	353	125	84	287	369	339	275	301	144	246	669	396	527	218	147	227	287	111	411	305	197	188	361	91	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Camptobasidiaceae;Camptobasidium;uncultured_urediniomycete;AJ867635.1.1756;ESV_18
ESV_180	0	0	0	0	0	0	0	0	0	0	54	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;Mischococcales;Botrydiopsis_constricta;AJ579339.1.1739;ESV_180
ESV_181	18	0	15	22	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_181
ESV_182	6	0	12	0	8	6	0	0	0	0	7	6	0	0	0	0	0	6	0	6	0	22	0	6	11	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;NA;NA;NA;NA;ESV_182
ESV_183	0	0	55	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_183
ESV_184	9	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Pseudeurotiaceae;Pseudogymnoascus;NA;NA;ESV_184
ESV_185	0	0	64	6	0	3	0	0	0	12	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Trebouxiales;Trebouxia;Trebouxia_impressa;Z21551.1.1795;ESV_185
ESV_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Trebouxiophyceae;Chlorella_sp.;Chlorella_sp.;HQ404895.1.1771;ESV_186
ESV_187	0	0	0	0	0	0	29	0	0	0	0	0	20	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_187
ESV_188	6	0	0	2	0	0	0	8	7	0	2	0	0	0	0	0	0	0	13	9	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;ESV_188
ESV_189	0	0	16	5	0	0	0	0	0	0	0	4	4	0	0	7	0	0	0	0	4	48	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured_Chloromonas;uncultured_Chloromonas;NA;ESV_189
ESV_19	142	135	239	129	124	88	152	98	159	371	913	799	329	433	517	374	379	557	382	481	221	151	215	387	143	343	163	477	104	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;Mischococcales;Botrydiopsis_constricta;AJ579339.1.1739;ESV_19
ESV_190	0	0	23	0	0	0	0	0	0	35	0	0	0	21	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);NA;NA;NA;NA;ESV_190
ESV_191	0	0	0	0	0	0	0	0	15	0	14	0	0	0	0	0	0	17	0	20	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;Mischococcales;NA;NA;ESV_191
ESV_192	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Chromulinales;Spumella;Spumella_sp._37G;AJ236858.1.1711;ESV_192
ESV_193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_193
ESV_194	0	5	0	0	9	0	0	0	0	7	0	5	5	0	5	14	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	6	3	0	4	0	3	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_194
ESV_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	35	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_195
ESV_196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Debaryomycetaceae;NA;NA;NA;ESV_196
ESV_197	0	0	0	0	7	0	0	0	0	0	8	0	0	3	0	4	0	2	0	0	43	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_197
ESV_198	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;NA;NA;NA;NA;NA;NA;ESV_198
ESV_199	19	7	0	9	7	6	0	10	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_199
ESV_2	1026	2658	3094	1615	1628	1272	7392	10483	7010	2483	2113	2339	1425	1219	1745	1975	1499	2656	2551	2152	1729	1063	1186	2620	589	1983	604	1892	748	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlamydomonadales;Chlamydomonas;Chlamydomonas_nivalis;NA;ESV_2
ESV_20	178	192	514	444	187	245	201	102	183	356	270	364	251	158	280	496	334	393	262	202	262	273	158	367	294	233	237	411	126	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_20
ESV_200	0	0	0	0	0	0	0	52	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Alveolata;Ciliophora;NA;NA;NA;NA;ESV_200
ESV_201	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;uncultured;NA;NA;ESV_201
ESV_202	13	0	0	0	0	0	0	0	0	10	11	0	0	0	0	18	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_202
ESV_203	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae_Sedis;Arkaya;Arkaya_sp._JEL581;HQ901770.1.1669;ESV_203
ESV_204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlamydomonadales;NA;NA;NA;ESV_204
ESV_205	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;NA;NA;NA;NA;ESV_205
ESV_206	26	0	22	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;NA;NA;NA;NA;NA;NA;ESV_206
ESV_207	0	0	0	0	0	0	0	17	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Alveolata;Ciliophora;Hypotrichia;NA;NA;NA;ESV_207
ESV_208	6	0	10	4	7	0	0	0	8	0	0	0	0	0	0	0	0	0	5	6	9	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Gromochytriaceae;uncultured;uncultured_Chytridiomycota;GQ995412.1.1770;ESV_208
ESV_209	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_209
ESV_21	220	106	272	217	196	214	72	98	225	342	247	343	308	257	371	353	341	510	226	381	296	362	239	389	273	257	230	352	198	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;NA;NA;NA;NA;ESV_21
ESV_210	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	4	0	15	0	5	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured_Chloromonas;uncultured_Chloromonas;AB903026.1.1763;ESV_210
ESV_211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;uncultured_Chloromonas;uncultured_Chloromonas;AB903007.1.1717;ESV_211
ESV_212	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;NA;NA;NA;NA;ESV_212
ESV_213	15	0	19	9	0	14	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_213
ESV_214	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;uncultured;NA;NA;ESV_214
ESV_215	0	0	0	8	6	0	0	0	0	0	17	0	0	0	0	0	0	8	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_215
ESV_216	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_216
ESV_217	2	0	0	3	0	0	0	0	0	0	6	5	0	0	2	0	7	9	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_217
ESV_218	0	0	38	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlamydomonadales;Chlamydomonas;Chlamydomonas_nivalis;NA;ESV_218
ESV_219	0	0	0	0	0	0	0	0	0	0	7	8	8	3	0	8	12	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_219
ESV_22	635	240	635	552	396	452	358	334	194	27	101	169	91	150	142	38	92	94	231	381	316	149	153	257	206	131	148	58	74	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Spongomonadida;Spongomonas;Spongomonas_minima;AF411281.1.1803;ESV_22
ESV_220	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Pyronemataceae;NA;NA;NA;ESV_220
ESV_221	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);Neoptera;Coleoptera;NA;NA;ESV_221
ESV_222	0	0	0	0	2	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);Copepoda;Misophrioida;Misophriopsis_okinawensis;JF781532.1.1786;ESV_222
ESV_223	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	0	0	0	19	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Zygnematales;Ancylonema;NA;NA;ESV_223
ESV_224	0	0	0	0	0	0	0	0	0	0	10	5	0	0	4	20	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita;NA;NA;ESV_224
ESV_225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);Neoptera;Orthoptera;NA;NA;ESV_225
ESV_226	9	12	0	0	0	3	6	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;NA;NA;NA;NA;ESV_226
ESV_227	10	0	18	10	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita;Uncultured_Cercozoa;AJ867634.1.1760;ESV_227
ESV_228	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;NA;NA;ESV_228
ESV_229	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_229
ESV_23	191	345	180	188	280	133	302	1159	342	73	267	286	104	251	139	30	71	155	235	268	715	0	205	162	134	169	155	89	130	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Holozoa;Metazoa_(Animalia);NA;NA;NA;NA;ESV_23
ESV_230	14	4	0	0	3	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys;NA;NA;NA;ESV_230
ESV_231	0	5	0	0	7	2	0	0	0	0	0	0	2	0	0	0	0	0	0	6	8	0	7	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_231
ESV_232	0	0	0	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	8	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_232
ESV_233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;NA;NA;NA;NA;ESV_233
ESV_234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Phaeosphaeriaceae;Ophiosphaerella;NA;NA;ESV_234
ESV_235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Stramenopiles;Ochrophyta;Xanthophyceae;NA;NA;NA;ESV_235
ESV_236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;NA;NA;NA;NA;ESV_236
ESV_237	6	4	0	2	0	2	6	0	16	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;A31;uncultured_alveolate;DQ244038.1.1775;ESV_237
ESV_238	6	0	7	0	0	6	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	7	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Pucciniaceae;Gymnosporangium;Gymnosporangium_nelsonii;KJ720180.1.3395;ESV_238
